
-1.4;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1.4;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.35;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1.35;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.35;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1.4;0;-1.4;0.2;0.05;0.00;0.00;0.00

-1.4;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1.4;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1.4;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.4;0;-1.35;0.2;0.05;0.00;0.00;0.00
-1.4;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.4;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00

-1.4;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1.4;0;-1.35;0.2;0.05;0.00;0.00;0.00
-1.35;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1.35;0;-1.35;0.2;0.05;0.00;0.00;0.00
-1.35;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1.4;0;-1.35;0.2;0.05;0.00;0.00;0.00

-1.35;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1.35;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1.35;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.35;0;-1.35;0.2;0.05;0.00;0.00;0.00
-1.35;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.35;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00

-1.3;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1.3;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.25;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1.25;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.25;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1.3;0;-1.4;0.2;0.05;0.00;0.00;0.00

-1.3;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1.3;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1.3;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.3;0;-1.35;0.2;0.05;0.00;0.00;0.00
-1.3;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.3;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00

-1.3;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1.3;0;-1.35;0.2;0.05;0.00;0.00;0.00
-1.25;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1.25;0;-1.35;0.2;0.05;0.00;0.00;0.00
-1.25;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1.3;0;-1.35;0.2;0.05;0.00;0.00;0.00

-1.25;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1.25;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1.25;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.25;0;-1.35;0.2;0.05;0.00;0.00;0.00
-1.25;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.25;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00

-1.2;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1.2;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.15;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1.15;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.15;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1.2;0;-1.4;0.2;0.05;0.00;0.00;0.00

-1.2;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1.2;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1.2;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.2;0;-1.35;0.2;0.05;0.00;0.00;0.00
-1.2;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.2;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00

-1.2;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1.2;0;-1.35;0.2;0.05;0.00;0.00;0.00
-1.15;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1.15;0;-1.35;0.2;0.05;0.00;0.00;0.00
-1.15;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1.2;0;-1.35;0.2;0.05;0.00;0.00;0.00

-1.15;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1.15;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1.15;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.15;0;-1.35;0.2;0.05;0.00;0.00;0.00
-1.15;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.15;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00

-1.1;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1.1;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.05;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1.05;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.05;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1.1;0;-1.4;0.2;0.05;0.00;0.00;0.00

-1.1;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1.1;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1.1;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.1;0;-1.35;0.2;0.05;0.00;0.00;0.00
-1.1;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.1;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00

-1.1;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1.1;0;-1.35;0.2;0.05;0.00;0.00;0.00
-1.05;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1.05;0;-1.35;0.2;0.05;0.00;0.00;0.00
-1.05;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1.1;0;-1.35;0.2;0.05;0.00;0.00;0.00

-1.05;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1.05;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1.05;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.05;0;-1.35;0.2;0.05;0.00;0.00;0.00
-1.05;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1.05;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00

-1;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1;0;-1.4;0.2;0.05;0.00;0.00;0.00
-0.95;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-0.95;0;-1.4;0.2;0.05;0.00;0.00;0.00
-0.95;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1;0;-1.4;0.2;0.05;0.00;0.00;0.00

-1;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-1;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1;0;-1.35;0.2;0.05;0.00;0.00;0.00
-1;0;-1.4;0.2;0.05;0.00;0.00;0.00
-1;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00

-1;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1;0;-1.35;0.2;0.05;0.00;0.00;0.00
-0.95;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-0.95;0;-1.35;0.2;0.05;0.00;0.00;0.00
-0.95;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
-1;0;-1.35;0.2;0.05;0.00;0.00;0.00

-0.95;-0.5;-1.4;0.2;0.05;0.00;0.00;0.00
-0.95;-0.5;-1.35;0.2;0.05;0.00;0.00;0.00
