//Parede frente
-0.5;-0.5;-0.5;0.0;0.0;1.0;0.0;0.0
0.5;-0.5;-0.5;0.0;0.0;1.0;1.0;0.0
0.5;0.5;-0.5;0.0;0.0;1.0;1.0;1.0
0.5;0.5;-0.5;0.0;0.0;1.0;1.0;1.0
-0.5;0.5;-0.5;0.0;0.0;1.0;0.0;1.0
-0.5;-0.5;-0.5;0.0;0.0;1.0;0.0;0.0
//Telhado frente
-0.5;0.5;-0.5;1.0;0.0;0.0;0.0;0.0
0.0;0.5 ;-0.5;1.0;0.0;0.0;1.0;1.0
0.0 ;0.75;-0.5;1.0;0.0;0.0;1.0;0.0
0.0;0.5 ;-0.5;1.0;0.0;0.0;1.0;1.0
0.5;0.5;-0.5;1.0;0.0;0.0;0.0;0.0
0.0 ;0.75;-0.5;1.0;0.0;0.0;1.0;0.0
//Porta frente
-0.35;-0.5;0.51;0.0;1.0;1.0;0.0;0.0
0.1;-0.5;0.51;0.0;1.0;1.0;1.0;0.0
0.1;0.1;0.51;0.0;1.0;1.0;1.0;1.0
-0.35;-0.5;0.51;0.0;1.0;1.0;0.0;0.0
-0.35;0.1;0.51;0.0;1.0;1.0;1.0;0.0
0.1;0.1;0.51;0.0;1.0;1.0;1.0;1.0
//Parede tras
-0.5;-0.5;0.5;0.0;0.0;1.0;0.0;0.0
0.5;-0.5;0.5;0.0;0.0;1.0;1.0;0.0
0.5;0.5;0.5;0.0;0.0;1.0;1.0;1.0
0.5;0.5;0.5;0.0;0.0;1.0;1.0;1.0
-0.5;0.5;0.5;0.0;0.0;1.0;0.0;1.0
-0.5;-0.5;0.5;0.0;0.0;1.0;0.0;0.0
//Telhado tras
-0.5;0.5;0.5;1.0;0.0;0.0;0.0;0.0
0.0;0.5 ;0.5;1.0;0.0;0.0;1.0;1.0
0.0 ;0.75;0.5;1.0;0.0;0.0;1.0;0.0
0.0;0.5 ;0.5;1.0;0.0;0.0;1.0;1.0
0.5;0.5;0.5;1.0;0.0;0.0;0.0;0.0
0.0 ;0.75;0.5;1.0;0.0;0.0;1.0;0.0
//Chao casa
-0.5;-0.5;-0.5;0.0;1.0;0.5;0.0;1.0
0.5;-0.5;-0.5;0.0;1.0;0.5;1.0;1.0
0.5;-0.5;0.5;0.0;1.0;0.5;1.0;0.0
0.5;-0.5;0.5;0.0;1.0;0.5;1.0;0.0
-0.5;-0.5;0.5;0.0;1.0;0.5;0.0;0.0
-0.5;-0.5;-0.5;0.0;1.0;0.5;0.0;1.0
//Parede esquerda
-0.5;0.5;0.5;0.0;0.0;1.0;1.0;0.0
-0.5;0.5;-0.5;0.0;0.0;1.0;1.0;1.0
-0.5;-0.5;-0.5;0.0;0.0;1.0;0.0;1.0
-0.5;-0.5;-0.5;0.0;0.0;1.0;0.0;1.0
-0.5;-0.5;0.5;0.0;0.0;1.0;0.0;0.0
-0.5;0.5;0.5;0.0;0.0;1.0;1.0;0.0
//Telhado esquerda
-0.5;0.5;-0.5;0.5;1.0;1.0;1.0;0.0
-0.5;0.5;0.5;0.5;1.0;1.0;1.0;1.0
0.0;0.75;-0.5;0.5;1.0;1.0;0.0;0.0
-0.5;0.5;0.5;0.5;0.5;1.0;1.0;0.0
0.0;0.75;-0.5;0.5;0.5;1.0;0.0;0.0
0.0;0.75;0.5;0.5;0.5;1.0;1.0;1.0
//Telhado direita
0.5;0.5;-0.5;0.5;1.0;1.0;1.0;0.0
0.5;0.5;0.5;0.5;1.0;1.0;1.0;1.0
0.0;0.75;-0.5;0.5;1.0;1.0;0.0;0.0
0.5;0.5;0.5;0.5;0.5;1.0;1.0;0.0
0.0;0.75;-0.5;0.5;0.5;1.0;0.0;0.0
0.0;0.75;0.5;0.5;0.5;1.0;1.0;1.0
//Parede direita
0.5;-0.5;-0.5;0.0;0.0;0.7;0.0;0.0
0.5;-0.5;0.5;0.0;0.0;0.7;1.0;0.0
0.5;0.5;0.5;0.0;0.0;0.7;1.0;1.0
0.5;0.5;-0.5;0.0;0.0;0.7;0.0;0.0
0.5;-0.5;-0.5;0.0;0.0;0.7;1.0;0.0
0.5;0.5;0.5;0.0;0.0;0.7;1.0;1.0



